index,conated_comments,polarity_emotions,polarity_emotions_ID
3045,සෙට් නැතෝ ටිපර් වීමෙන් වලකින්න        rolling_on_the_floor_laughing, neutral sarcasm,6
3046,එව්  මරු මරු නැග්ගාcat_with_tears_of_joy, positive joy,4
3047,කලාවට ගරහන්න එපා මිත්රයා ud monkey broken_heart  , neutral sad,1
3048,හා හා රිඇක්ට් නැද්ද බ්න් මේකෙ grinning_face_with_sweat, neutral sarcasm,6
3049,මීට වැඩිය හොදායි      broken_heart grinning_face_with_sweat, neutral sarcasm,6
3050,හැපි බත්ඩේred_heart   , neutral love,2
3051,වීඩියො එකෙම මූ ඉන්නව අර අනිත් කොල්ල විතරක් ඉදලා කිව්වනම් ඒ විනාඩිය දෙක හරි විඩියො එක බලාගෙන අහන්න තිබ්බ බං face_with_tears_of_joy thumbs_up, neutral sarcasm,6
3052,උබට කෙල්ලෙක් හිටියොත් පුදුමයි බන් rolling_on_the_floor_laughing rolling_on_the_floor_laughing, neutral sarcasm,6
3053,ගොන් පකයා face_with_tears_of_joy, negative sarcasm,7
3054,මොකුත් කියලත් බෑ ඉතින් beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes, neutral sarcasm,6
3055,මොනාද පකෝ පිලිස් පිලිස් ගාන්නේ face_with_tears_of_joy unamused_face, negative sarcasm,7
3056,දෙන්නටම පොල්ල තිබ්බෙ එකම කෙල්ලද    downcast_face_with_sweat broken_heart, negative sad,3
3057,ඊයා බං slightly_smiling_face, negative joy,12
3058,ආය සුපිරී ඉතින් ඈ  හිර වෙච්ච බොකක් එහෙම දාද්දි අහන්න   fire, positive joy,4
3059,තේරී මේරී බැගෘන්ඩ් මියුසික් එක ඇයි දැම්මේ  smiling_face_with_tear, neutral sad,1
3060,අඩේ පොඩියා ගැම්ම්ක් ඈහ් winking_face_with_tongue red_heart face_savoring_food sparkles , positive joy,4
3061,ඊයා ගූ ගොඩ face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy, negative sarcasm,7
3062,උබට පුලුහන් විදිහට උබ දෙයක් කරාඒ ඇතිමේක ලන්කාව බන්උබලා කවදත් කරේ උඩට නගිනකොටම කකුලෙන් ඇදපු එකනේමම පොඩියගෙ රසිකයෙක් නෙමේඒත් මේක කියන්න හිතුනා                sparkling_heart, neutral love,2
3063,මේක ගිහිල්ලා  කුබුරක වගේ දැම්මනම් පැල් රකින්නත් ඕනිනෑඑච්චරට ලස්සනයි rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing, neutral sarcasm,6
3064,ඈක්කා බන් cat_with_tears_of_joy broken_heart, negative sarcasm,7
3065,තෙරුම බිංදුවයි නම්බුවයි බම්බුවයි ගැලපිමක් නැනෙ පොන්යෙි උබයි උබෙ සින්දුවයි      face_with_tears_of_joy face_with_tears_of_joy, neutral sarcasm,6
3066,සුපිරි කරත්ත කවිය  උබටයි උබේ බටු ආමි එකටයි බටු දෙයියන්ගේම පිහිටයි grinning_face_with_sweat face_vomiting, neutral sarcasm,6
3067,හූහූ කක්කා දාලද ඔව් මේ එක පාර ගූතලියක්ම දාලrolling_on_the_floor_laughing face_with_tears_of_joy, negative sarcasm,7
3068,ගලියක් කැඩුවා වගේ බං ඉතින් slightly_smiling_face pile_of_poo, negative sarcasm,7
3069,අර කෙල්ල මුව දාලා ගියපු එක සාදාරනයි වලක් කපන් වැලලියන් පොන්නයා face_vomiting face_vomiting face_vomiting face_vomiting, negative sarcasm,7
3070,මියා අක්කී අපිත් එක්කත් තරහා වෙයිද දන්නැ නේ මේවා හින්දාbeaming_face_with_smiling_eyes beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes, neutral sarcasm,6
3071,අඩෝ පට්ටයි පොඩියෝ musical_note red_heart , positive joy,4
3072,මුට හදලා තියන මීම් වලට වඩා මේකට හිනා යනවනෙ යකෝ face_with_tears_of_joy thumbs_up, neutral sarcasm,6
3073,කක්කි දාලද  කාලද  බීලද  උබ කක්කි කෑවා නේ පුකෙන් යන්න  face_with_tears_of_joy face_with_tears_of_joy       , negative sarcasm,7
3074,ඊයා පොන්නයා රැපටත් කෙලියද සිපයියා නොදකින් යකෝ මල් මල් පොන්නයාbroken_heart, negative anger,10
3075,මේකන්ම් ගැම්මක් උට්ටොsmiling_face_with_hearts, negative love,13
3076,අලුත බැදපු ජෝඩුවකට හොදයි රෑට පිරිත් අහනවා වෙනුවට දාගන්න rolling_on_the_floor_laughing, neutral sarcasm,6
3077,දැන් උට පුළුවන් උටම හිනා වෙන්න face_with_tears_of_joy, neutral sarcasm,6
3078,මොකෙක් ද මූ පොඩියා  උබෙ කෝමත්පොඩියි බන්  ගනන් ගන්ම එපාface_with_tears_of_joy face_with_tears_of_joy  face_with_tears_of_joy  slightly_smiling_face folded_hands, neutral sarcasm,6
3079,ගු කපම් හුත්තො චීface_with_tears_of_joy, negative sarcasm,7
3080,ඇත්තටම සුපිරි මැණික  ඕම තව තව රැප් ඕනිface_blowing_a_kiss red_heart , positive love,0
3081,ඇක්කා nauseated_face, negative sad,3
3082,ඊයා nauseated_face nauseated_face face_vomiting, positive sarcasm,9
3083,සුපිරි පැල් කවියක්smiling_face_with_hearteyes face_with_tears_of_joy, neutral joy,5
3084,මොනවද බන් මේ ජරාව  රැපුත් චොර කරනව උබ nauseated_face nauseated_face, negative sad,3
3085,මේ මොන හුත්තක්ද බන් කතාකරලා වැඩක් නෑface_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy, negative sarcasm,7
3086,ආච්චිට හාල් ගැරුනා නේහ් face_with_tears_of_joy, negative sarcasm,7
3087,නියමයි පොඩ්යා අයියේbeating_heart face_blowing_a_kiss, positive love,0
3088,ලාංකාවෙ රැප් කන්න එපා බන් smiling_face_with_tear broken_heart, negative anger,10
3089,මොනවා උනත් කුප්පි ආමි red_heart , neutral love,2
3090,මරු බං සුපිරි කියන්න වචන නෑ       slightly_smiling_face thumbs_up, positive joy,4
3091,ලෙසටම කෙලවගත්ත නේද neutral_face face_with_tears_of_joy, negative sarcasm,7
3092,වටේ ගියාට කැටේ පිරිලා නෑ පොඩියා   grinning_face_with_sweat broken_heart, neutral sarcasm,6
3093,ඊයා ගූ ගොඩ face_with_tears_of_joy, negative sarcasm,7
3094,අදි මත්රාud face_with_tears_of_joy raised_hand, positive sarcasm,9
3095,මූ වගේ පින්නයෙක් එක්ක කෙල්ලෙක්වත් ඉන්නවෑ ඉතිංgrinning_face_with_smiling_eyes, negative sarcasm,7
3096,උගෙ පොඩි එව්න්ටම හොදයි face_with_tears_of_joy broken_heart, neutral sarcasm,6
3097,රැප් වෙනයි පැල් කවි වෙනයිwoozy_face woozy_face, neutral sarcasm,6
3098,ගැම්මක් පඩයා අයියෙ face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy, negative sarcasm,7
3099,මියා කලිෆා ඉන්ෙන වොල් එකෙ u face_with_tears_of_joy, neutral sarcasm,6
3100,පොඩියො රැප් වලට අපහස කරන්න එපා පගෝface_with_tears_of_joy, negative sarcasm,7
3101,මෝඩයෙක් thumbs_up, negative joy,12
3102,ආදරෙයි කැරියෝ heart_with_ribbon, negative love,13
3103,නියමයි  බං  සුපිරියක්  තව  තව  රැප් කරපන්  නවත්තන්න එපා  දිගටම අපි ඉන්නවා උබ එක්ක  ආදරෙයි  පොඩියාsmiling_face_with_hearteyes smiling_face_with_hearteyes smiling_face_with_hearteyes sign_of_the_horns sign_of_the_horns sign_of_the_horns sign_of_the_horns sign_of_the_horns smiling_face_with_hearteyes sparkles , positive joy,4
3104,අප්පිරියයි face_with_tears_of_joy confounded_face, negative sarcasm,7
3105,මේක තාම එක පාරකවත් සම්පූර්ණයෙන්ම් ඇහුවෙ නෑ ටිකක් අහනකොට ගෙදර උන් පොලු උස්සන් එනවා   ඉස්සෙල්ලා කොයපන් මූ කවුද  අර කන්නාඩි දාගෙන ඌම කියලා ඌම හිනා වෙන එකාද    unamused_face pleading_face    face_with_rolling_eyes   monkey_face face_with_tears_of_joy, neutral joy,5
3106,ගැම්මක් පොඩියෝred_heart  oncoming_fist, positive joy,4
3107,දෙපාරම් විතරක් අහද්දි  නිකම්ම සෙට් උනා වරදින්න ඔනී දවසක හරියන්න කවුරු මොනා කිවා උබ උබේ ගමන පලයන්smiling_face_with_hearteyes, neutral love,2
3108,උබට කැමති එක වෙනම කතාවක් ඒත් රැප් එකනම් අවුල් beaming_face_with_smiling_eyes smiling_face_with_tear, neutral sarcasm,6
3109,ක් ඉන්න යූටිය්බ් චැනල් එකක මේ වීඩියෝ එකට වීවුස් ක් ඇති ද දැන් වත් සතුටින් ඉදපන් පොඩිය උබ බ්රෑන්ඩ් එකක්            ud  hugging_face hugging_face hugging_face hugging_face hugging_face hugging_face hugging_face hugging_face hugging_face hugging_face hugging_face sparkling_heart, neutral joy,5
3110,පට්ට යකො ඒක මම දැකපු අලුත්ම විදියෙ දෙයක් පට්ට යකො  කුප්පිආමි කොල්ලෙක් තමහ් smiling_face_with_hearteyes smiling_face_with_hearteyes, positive love,0
3111,ගූ ලොන්ත පකෙක්  දිට්ඨ ධම්ම වේදනීය කර්මය face_with_tears_of_joy grinning_face_with_sweat, negative sarcasm,7
3112,ඔයා ටිකක් අද කලු වෙලා සරම මතක් උනා හැබැයි                 face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy, neutral sarcasm,6
3113,ලංකාවේ මෙච්චර කාලයක් රැප් අහන ජනතාවක් හිටියා උන්ට මේක ඇහුණොත් ආය සින්දුවක් වත් ඇහෙන්නේ නෑ    thumbs_up grinning_face_with_sweat, neutral sarcasm,6
3114,ගු ගු face_with_tears_of_joy pile_of_poo, negative sarcasm,7
3115,අපේ බල්ලත් ඔයිට වඩා හොදට උඩූ බුරනවා හුත්තෝ face_with_tears_of_joy, negative sarcasm,7
3116,පැල් කාවි grinning_face, neutral sarcasm,6
3117,සුපිරියක් පොඩියෝred_heart red_heart, positive love,0
3118,මොකද්ද බං මේ කියන්නේ slightly_smiling_face victory_hand , neutral joy,5
3119,මේකනම් මරු සුපිරියක්red_heart , positive love,0
3120,රාත්රියම ගෙව්වෙ මිතුරගෙම ඇදේ ud face_with_tears_of_joy, neutral sarcasm,6
3121,කට්ටිය එක එක කතා කියනව මනුස්සයෙක් ගොඩ යද්දි ඕවා ගනන් ගන්නැතුව ඉස්සරහට යන්න සැලෙන්නෙ නැතුව  තව සුපිරි රැප් ටිකක් දාමු ඉස්සරහට red_heart slightly_smiling_face, positive joy,4
3122,ගැම්මක් පොඩියෝ   red_heart , positive love,0
3123,පුතාමාත් ඔයාට වඩා ආතල් දෙන්න දන්නවා winking_face_with_tongue water_pistol, positive joy,4
3124,අඩෝ අඩෝ එක පාරred_heart  smiling_face_with_hearts, positive love,0
3125,මොන හුම්තක්ද මේ rolling_on_the_floor_laughing cat_with_tears_of_joy, negative sarcasm,7
3126,රැප් කරන්න දන් නැති පකෙක් රැපක් කරලා face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy broken_heart, negative sarcasm,7
3127,ගැම්මක් පොඩියා red_heart  ud fire, positive joy,4
3128,මුගෙ වීඩියෝ වලින් හිනා ගියෙ මේකට විතරයි  face_with_tears_of_joy face_with_tears_of_joy, positive sarcasm,9
3129,පලිගැනීමට ද ආදරේ කියන්නෙ උබ පොඩිම තමයී බන් face_with_tears_of_joy, neutral sarcasm,6
3130,පම්කෙ කුප්පි අමි පුම්කෙ රසාස්වාදයක් දැන් ඉන්න වුන්ට තියෙන්නෙ face_with_tears_of_joy, negative sarcasm,7
3131,මොන හුත්තක්ද බං මේ smiling_face_with_tear, negative sarcasm,7
3132,කවුද බම් මූ face_with_tears_of_joy face_with_tears_of_joy, negative sarcasm,7
3133,ඊය හුත්තො cat_with_tears_of_joy cat_with_tears_of_joy, negative sarcasm,7
3134,ඒක ගැම්මක් අනේ smiling_face_with_horns broken_heart, positive joy,4
3135,අපෝ මුටත් කක්කා යනවනේ face_vomiting, negative anger,10
3136,අපේ ගෙදර බල්ලත් ඔයිට වඩා හොදට උඩුබුරනවා face_with_tears_of_joy beaming_face_with_smiling_eyes, negative sarcasm,7
3137,දැන් තෙරෙනවා පොඩියට බුට් එක තියපු හෙතුවgrinning_face_with_sweat sleepy_face, neutral sarcasm,6
3138,අඩෝ එක පහර පොඩියොslightly_smiling_face red_heart , positive joy,4
3139,වේගෙන් කියන පැල්කවියක් ඇහුවා මයි ගූපොඩියා face_with_tears_of_joy, negative sarcasm,7
3140,පොඩියා රගනව වැඩියි cat_with_tears_of_joy, neutral sarcasm,6
3141,ඊයා තූ වේසිගෙ කොල්ලා  අනිත් කොල්ලත් චාටර් මේ අවජාතකයෙක් හින්දාface_with_tears_of_joy broken_heart face_with_tears_of_joy, negative sarcasm,7
3142,මොකද්ද මේ ජෝක් එකcat_with_tears_of_joy cat_with_tears_of_joy cat_with_tears_of_joy, neutral sarcasm,6
3143,මොනාද ඔයී මේface_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy, negative sarcasm,7
3144,සුපිරියක් පොඩියා sign_of_the_horns sign_of_the_horns sign_of_the_horns sign_of_the_horns red_heart flexed_biceps flexed_biceps flexed_biceps, positive joy,4
3145,මිතුරගේ ඇදේ හිටියේ උබේ අම්මා එක්කද බේසික පුතෝ face_with_tears_of_joy pile_of_poo middle_finger, negative sarcasm,7
3146,ගැම්මක් තමා පොඩියා red_heart  red_heart , positive love,0
3147,මුගෙ හිනාගිය පලවෙනි වීඩියෝ එකface_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy, neutral sarcasm,6
3148,චූ පොඩ්ඩකුත් ගියා ඒක අහලා face_with_tears_of_joy face_with_tears_of_joy, negative sarcasm,7
3149,අඩෝ ඒ පොඩියමද  තව සින්දූ ඕන හොඳෙ pleading_face pleading_face red_heart, positive joy,4
3150,නෙදකින් face_vomiting, negative anger,10
3151,මොන ගූගූ ගොඩක් ද මේ   පස්සේ ලපයි සිපයි ට නම් සුපිරි ඇති pile_of_poo face_with_tears_of_joy     face_with_tears_of_joy face_with_tears_of_joy, negative sarcasm,7
3152,රැප් කලාව තැනකට ආවා විතරයි  ඇරියා නේද බඩ පාරක් තදටම  හැම එකාටම රැප් කියන්න බැ  බන් රැල්ලට රැප් කියන්නේ නැතුව කරන වැඩේ කරගෙන යමන් බන් person_facepalming ud male_sign  confounded_face smiling_face  victory_hand , negative anger,10
3153,ගැම්මක් පොඩිය sign_of_the_horns red_heart , positive joy,4
3154,කක්කි දාලද කිව්වෙ හුත්තො rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing, negative sarcasm,7
3155,අහපු සුපිරීම ගූ රැප චිකේ හුත්තො   smiling_face_with_tear, negative sarcasm,7
3156,ඊයා face_with_tears_of_joy, negative sarcasm,7
3157,වාසී face_with_hand_over_mouth red_heart  red_heart , positive joy,4
3158,පැල් කවි කියලා සච් කරාම ඇයි බන් මේක එන්නේ slightly_smiling_face cat_with_tears_of_joy, neutral sarcasm,6
3159,සුපිරියක් අයියේface_blowing_a_kiss face_blowing_a_kiss face_blowing_a_kiss face_blowing_a_kiss face_blowing_a_kiss face_blowing_a_kiss face_blowing_a_kiss, positive love,0
3160,හැමදාම අනුන්ගෙ වීඩියෝ වලට හිනාවෙන එකාගෙ වීඩියෝ එකට මිනිස්සු හිනාවෙනකොට පොර ට්රිගර් වෙලා පෞ ud    face_with_tears_of_joy, neutral sarcasm,6
3161,ගූ ගොඩක් face_with_tears_of_joy face_with_tears_of_joy, negative sarcasm,7
3162,මම ලැට් එකේ ඉඳන් කියනව මීටවඩා ලස්සනට expressionless_face, negative anger,10
3163,අඩෙ අව්ලක්ම නැ  හැබැයි ටිකක් හිනා යනවා නෙ මෙක බලන කොට unamused_face broken_heart smiling_face_with_tear, positive anger,14
3164,මුගෙ කට ඌරෙක්ගෙ වගෙ face_with_tears_of_joy, negative sarcasm,7
3165,තෑන්ස් පොඩියෝ මගේ බඩේ ගලක් තිබ්බා අයින් කරන්න බැරුව  උබේ සින්දුව ඇහුවම ගල කුඩුවෙලා ගියා slightly_smiling_face _hand relieved_face, neutral joy,5
3166,මුලිම්ම උබ කියන ටික පාර බන් සුපිරිමුන් අහන්නේ එකම සින්දුනේ හැමදාම ඒක නිසා අලුත් තාල මුන දන්නේ නැthumbs_up thumbs_up, neutral joy,5
3167,පොඩියෝ red_heart  yellow_heart green_heart bomb collision, neutral joy,5
3168,හොදයි තටමනව වගේ එක අවුල් slightly_smiling_face, negative joy,12
3169,බොක බර තදකන් පැල් කවි කියනව වගෙ ගූ පොඩියාunamused_face face_with_tears_of_joy, negative sarcasm,7
3170,හොදට බොක ගියා smiling_face_with_hearteyes face_with_tears_of_joy, negative sarcasm,7
3171,කෙල්ලෙක්ට මූ අරින්න ගිහින් කෙල්ල මූට උඩ තියන් ඇරලද කොහෙද මෝඩ පගයාrolling_on_the_floor_laughing, negative sarcasm,7
3172,මීට වැඩිය හොදායීඋබේ අම්මට හිකුවනම් පොඩියෝ   face_with_tears_of_joy thumbs_up, negative sarcasm,7
3173,පොඩියා එක මරු කොල්ලො පට්ට ආසාවෙන් හිටියේ එලියට දානකල් මේක අමො සුරියක් අදරෙන් විදවපු කොල්ලොන්ට පට්ට රැප් එක pleading_face red_heart , neutral joy,5
3174,පැල් කවිද බන් මේ නෑ මන් යූ ටියුබ් එකේ ගැහුවෙ පැල් කවි කියල එතකොට මේක ආවෙ face_with_tears_of_joy cat_with_tears_of_joy cat_with_tears_of_joy cat_with_tears_of_joy, neutral sarcasm,6
3175,ගූ  යි  slightly_smiling_face _hand, negative sarcasm,7
3176,මරු පැල් කවිය cat_with_tears_of_joy, neutral sarcasm,6
3177,අම්මට හුක ඊය හුත්තො මෙලෝ රහක් නෑ rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing, negative sarcasm,7
3178,මුගෙ එක්ස්  මියා කලීෆා ද යකෝ face_with_monocle face_with_monocle face_with_monocle rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing, neutral sarcasm,6
3179,මොනාද බං මේ රචනා face_with_tears_of_joy, neutral sarcasm,6
3180, මෙ මොන පකක්දface_with_tears_of_joy broken_heart, negative sarcasm,7
3181,අම්මෝ ආතල්  ස්මෝකා දැක්කනම් පුම්කෙන් හිනා වෙන්නේ face_with_tears_of_joy face_with_tears_of_joy rolling_on_the_floor_laughing, negative sarcasm,7
3182,කුපි red_heart red_heart red_heart red_heart, neutral love,2
3183,ආදරෙයි පොඩියොහ් උබනම් පිස්සුවක්    pleading_face red_heart     kissing_face_with_closed_eyes red_heart , positive joy,4
3184,පලයන් හුත්තො යන්න skull, negative anger,10
3185,ඇත්ත සින්දුවත් අමතක උනා face_with_tears_of_joy grinning_face_with_sweat, neutral sarcasm,6
3186,මාර ලස්සනයි  මෙක දැම්මාම රිලව් එන්නේ නැ පැත්ත පලාතේ අපි හැබැයි කන් වලට මොකක් හරි දලා කන් වහන්න ඔන්නෙ නැත්තම් කන් ඇහේන්නේ නැතිව යනවා ටික වෙලාවක් යනකම්grinning_face_with_sweat grinning_face_with_sweat, neutral sarcasm,6
3187,උබෙ ඔලුව පොඩි ඇයි බන්grinning_face_with_sweat, neutral sarcasm,6
3188,කවිය ක් ද  හුත්තෝ කියන්නේ cat_with_tears_of_joy broken_heart, negative anger,10
3189,නොදකින් rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing, negative sarcasm,7
3190,අර කන්දෙන් පල්ලට පැනපන් හුත්තො rolling_on_the_floor_laughing rolling_on_the_floor_laughing, negative sarcasm,7
3191,බොකවල් ගිය උන්ට ඉදා වතුර පනිට්ටු මං ගානේ   funeral_urn sweat_droplets face_with_tears_of_joy, negative sarcasm,7
3192,ගැම්මක් පොඩ්ඩා අයියෙ ඉක්මන් ගමන් හරිම කෙටියි හිමීට ඉස්සරහට යන් අනික මේ ලකේ පංකාවෙ කොහෙද බන් පොඩියො මනුස්සයෙක්ගෙ හොද පේන උන් හුත්තෙ රටේ හුත්තිගෙ හැත්ත  මේකට හෙන ගැහිලා ගියෙත් මේ මුස්පේන්තුවොන්ගෙ මූසල කම් නිසයි උබට වටේ බුරන උන්ගෙන් වැඩක් නැ පොඩියො  උබට ආයි ගහන්න ගේමක් ඇත්තෙත් නැ ගහන්න ඕනි ගේම උබ   ගහලා ඉවරයි බුදු  සරනයි   ජේසු  පිහිටයි              folded_hands   folded_hands    black_heart victory_hand , positive joy,4
3193,අනුන්ට හිනා වෙන ගොඩක් උන් තමන් දෙයක් කරන්න ගියාම face_with_tears_of_joy broken_heart, neutral sarcasm,6
3194,හිතුවට වඩා තියෙනවා බං සුපිරිsmiling_face_with_horns thumbs_up mediumdark_skin_tone, positive joy,4
3195,මොකක්ද හුත්තෝ මෙ පක් පක් කියප ඉදපන් grinning_face_with_sweat grinning_face_with_sweat, negative sarcasm,7
3196,මුගේ කෙල්ල දාලා ගිය එක අහන්නත් දෙයක්ද ඉතින්slightly_smiling_face face_with_tears_of_joy, neutral sarcasm,6
3197,අනෙ හුත්තිගෙ පුතො තො රැප් නෙවෙයි  ගිහින් නාපිය ගු වෙසිගෙ පුතා රැප් නොකා  තො අනුන්ට හිනා වෙන්න කලින් තොගෙ පක අත ගලා තොගෙ පොන්න කම බලපන් face_with_tears_of_joy face_with_tears_of_joy victory_hand , negative sarcasm,7
3198,හේයි මීට වඩා හොදායි උබේනං           grinning_face_with_sweat thumbs_up, negative sarcasm,7
3199,ඒක ගැම්මක් පොඩියෝ ඉස්සරහටත් ගැම්මක් අල්ලමූදැන්මට කක්කි කෙල්ලො කොල්ලෝ සද්දේ උබ පලයන් උබේ ගමන තනියම smiling_face_with_hearteyes   smiling_face_with_horns red_heart , positive joy,4
3200,සිංදුව ලස්සනයි උඹට මේ ෆීල්ඩ් එකේ ගොඩක් ඉස්සරහට යන්න පුළුවන්  බැනපු උන්ට හිකෙන්න තව සිංදුවක් ලියල ඩිස් එකක් ගහමු සගෝ කුප්පි ආමි ගැම්මක් සගෝ          red_heart  fire relieved_face, positive joy,4
3201,දෙදහෙන් පස්සෙ උන්ට බනින එද්දාස් නමසිය ගනන් වල අයිය කෙනෙක් නේත මේface_with_tears_of_joy, negative sarcasm,7
3202,ඊයා පොන්නයා face_with_tears_of_joy, negative sarcasm,7
3203,අනේ පොඩියෝ මේක පැල් කවියක් බම් විදුවා කිව්ව එක ඇත්ත මේක පැල් කවියක් හුම්තෝ grinning_face_with_sweat grinning_face_with_sweat grinning_face_with_sweat grinning_face_with_sweat grinning_face_with_sweat broken_heart broken_heart, negative sarcasm,7
3204,අඩො කක්කා යන්නැතුව ඉදියේ මේක අහලා දැන් බඩ යනවා යකො ඈයියා බේසික පුතෝface_with_tears_of_joy, negative sarcasm,7
3205,මොන හුත්තක්ද බන් මෙ රචනාව face_with_tears_of_joy, negative sarcasm,7
3206,මන් මෙක බස් එකෙ යද්දි ඇහැවෙ හිනාව නවත්තන්න බෑ යකො cat_with_tears_of_joy, positive sarcasm,9
3207,පොඩි හිනාවත් ගියත් බන්  ඒකෙ අමුතු මෙව්ව එකක් තියන්ව බන්ග් ආදරෙයි පොඩියාහ්smirking_face red_heart   , positive joy,4
3208,රැප්  එක  අහලා  ඉවර  උනහම  තමා  දැක්කෙ  කක්කි  ගිහින්  කියලා rolling_on_the_floor_laughing broken_heart, negative sarcasm,7
3209,මේ මොන පම්කක්ද බං මේ face_with_tears_of_joy, negative sarcasm,7
3210,රාත්රියම ගෙව්වේ මිතුරගෙම ඇදේ  අම්මෝ ඒක මරුud face_with_tears_of_joy, positive sarcasm,9
3211,පොඩ්ඩක් බලපල්ල මුගෙ පුකේ  ඉදිකට්ටක්වත් ඇනිලද කියල face_with_tears_of_joy, negative sarcasm,7
3212,මොන වුත්තක්ද මෙ broken_heart face_with_tears_of_joy, negative sarcasm,7
3213,ගැම්මක් පොඩී red_heart , positive love,0
3214,කමෙන්ට්   ක්ම  බැනල          face_with_tears_of_joy , neutral sarcasm,6
3215,සැක් thumbs_up, negative joy,12
3216,අම්මෝ කුඩ්ඩා එකාrolling_on_the_floor_laughing people_hugging red_heart , negative sarcasm,7
3217,වහ නැද්ද චුට්ටක් මේවටද රැප් කියන්නේ බන්මීට වඩා හොදට අපෙ බල්ලත් කෑගහනවface_with_tears_of_joy broken_heart rolling_on_the_floor_laughing face_with_tears_of_joy broken_heart, negative sarcasm,7
3218,ඒක පහාරක් පොඩියාred_heart , positive love,0
3219,සින්දුවත් කැතයි උබත් කැතයි හුත්තෝ  පොඩි පොන්නයා  හින්දි බීට් එකකට වචන ටිකක් වේගෙන් කිව්වා කියලා උබ රැපර්ද හුත්තෝ  දැකපු පීචංම ඩයල් එකක් උබ face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy broken_heart, negative sarcasm,7
3220,අයනම් රැප් කරන්න එපා ඕයී  grinning_face_with_sweat, negative sarcasm,7
3221,අහන්න බැරි රැප් කියපු එකම කෙනා ඔයා නෙමේ නේ එක හින්ද සැලෙන්නඑපා     rolling_on_the_floor_laughing, neutral sarcasm,6
3222,ගැම්මක් ඔයීred_heart  ud fire smiling_face_with_hearteyes, positive joy,4
3223,අඩෝ මේක පට්ට කැතයි බන් cat_with_tears_of_joy victory_hand , negative sarcasm,7
3224,රැප් කන්ට ආපු උන් fae face_with_tears_of_joy, negative sarcasm,7
3225,උබ අනිත් උන්ට හිනාවෙන්නෙ පොන්නයෝ උන්ගෙ ඒවා බල බල උබේ රැප් එකත් ගූ ගොඩක් උබත් ගූ ගොඩක්  ආයි රැප් නම් කරන්නෙපා බන් ගවුමක් ඇදගෙන සින්දුවකට නටලා වීඩියෝ එකක් දාපන් ඊලගපාර  grinning_face_with_sweat grinning_face_with_sweat, negative sarcasm,7
3226,එක පට්ට හලෝflexed_biceps sparkling_heart, positive joy,4
3227,උබ ල්ද්යිව් ඇවිත් අනිත් උන්ට  හිනා වෙනවා  දැං උබට මිනිස්සු හිනා වෙද්දි  රිදිල  හෑලි දානවා ud face_with_tears_of_joy face_with_tears_of_joy, neutral sarcasm,6
3228,සින්දුව නරකම නෑපොඩි ගතියකුත් තියනොකොහොම උනත් උබට සුබ පතනො බන්             thumbs_up thumbs_up, positive joy,4
3229,සුපිරි රචනාවක්thumbs_up, positive joy,4
3230,රැප් සෙල්ලම් කන්න ලේසි උනාට ඒක ගොඩ දාන්න ගොඩක් උන් දුක් වින්දා neutral_face, neutral anger,11
3231,උබේ කැල්ල ඉතින්  දාලා යන එක සාදරනයිනේ ඉතින් face_with_tears_of_joy face_with_tears_of_joy, neutral sarcasm,6
