pure_comments,sinhala_texts,pure_unicodes,unique_emojis,polarity_emotions,polarity,emotion,polarity_ID,emotions_ID
අදරෙයි වස්තීred_heart,අදරෙයි වස්තී,red_heart,red_heart, positive love,positive,love,0,0
සුනිල් පෙරේරා මහත්මයාට නිවන් සුව ලැබේවාpleading_face red_heart  folded_hands,සුනිල් පෙරේරා මහත්මයාට නිවන් සුව ලැබේවා   ,pleading_face red_heart  folded_hands, folded_hands pleading_face red_heart, neutral joy,neutral,joy,1,2
හෙට ට්රෙන්ඩින්ග්  ud   beaming_face_with_smiling_eyes,හෙට ට්රෙන්ඩින්ග්     ,ud   beaming_face_with_smiling_eyes, beaming_face_with_smiling_eyes ud, neutral sarcasm,neutral,sarcasm,1,3
මේ පාර ගිනි ගින්දර smiling_face_with_hearts fae partying_face,මේ පාර ගිනි ගින්දර   ,smiling_face_with_hearts fae partying_face,smiling_face_with_hearts partying_face fae, positive joy,positive,joy,0,2
වස්ති   smiling_face_with_hearts flexed_biceps,වස්ති    ,  smiling_face_with_hearts flexed_biceps, smiling_face_with_hearts flexed_biceps, neutral joy,neutral,joy,1,2
ඇත්තට පිසුවක් බං වස්ති කියන්නේface_with_hand_over_mouth beaming_face_with_smiling_eyes face_with_tears_of_joy,ඇත්තට පිසුවක් බං වස්ති කියන්නේ  ,face_with_hand_over_mouth beaming_face_with_smiling_eyes face_with_tears_of_joy,face_with_tears_of_joy beaming_face_with_smiling_eyes face_with_hand_over_mouth, positive joy,positive,joy,0,2
වස්ති වැඩක් කරොත් ඉතිම් red_heart  ud fire red_heart  ud fire red_heart  ud fire,වස්ති වැඩක් කරොත් ඉතිම්            ,red_heart  ud fire red_heart  ud fire red_heart  ud fire, fire ud red_heart, neutral joy,neutral,joy,1,2
වාසී වාසීdizzy red_heart ,වාසී වාසී  ,dizzy red_heart , dizzy red_heart, positive love,positive,love,0,0
ගජමෑන් බැලුවේ නැත්තම් වැඩක් නෑ සුපිරි ෆිල්ම් එක red_heart,ගජමෑන් බැලුවේ නැත්තම් වැඩක් නෑ සුපිරි ෆිල්ම් එක ,red_heart,red_heart, positive love,positive,love,0,0
මේකනම් සුපිරි_hand,මේකනම් සුපිරි,_hand,_hand, positive joy,positive,joy,0,2
මෙක නම් පිස්සුවක් බන් සින්දුව වගේ ලයින් එකක්headphone red_heart  ud fire,මෙක නම් පිස්සුවක් බන් සින්දුව වගේ ලයින් එකක්    ,headphone red_heart  ud fire, headphone ud fire red_heart, positive joy,positive,joy,0,2
මේකෙ විෂුවල් එකතා ඇනිමේෂන් එකෙන්ම හැදුවනම් තවත් හොදයි smiling_face_with_smiling_eyes,මේකෙ විෂුවල් එකතා ඇනිමේෂන් එකෙන්ම හැදුවනම් තවත් හොදයි , smiling_face_with_smiling_eyes, smiling_face_with_smiling_eyes, neutral joy,neutral,joy,1,2
සුපිරියක් අයියො beaming_face_with_smiling_eyes red_heart  red_heart  goblin,සුපිරියක් අයියො      ,beaming_face_with_smiling_eyes red_heart  red_heart  goblin, goblin beaming_face_with_smiling_eyes red_heart, positive joy,positive,joy,0,2
වස්ති දැං ෆුල් රෙස්පා හැබැයි වැඩ කොලිටි   red_heart red_heart red_heart fire fire fire,වස්ති දැං ෆුල් රෙස්පා හැබැයි වැඩ කොලිටි        ,  red_heart red_heart red_heart fire fire fire, fire red_heart, positive joy,positive,joy,0,2
මොක්කුද ගුත්තෝ මේface_with_tears_of_joy,මොක්කුද ගුත්තෝ මේ,face_with_tears_of_joy,face_with_tears_of_joy, negative sarcasm,negative,sarcasm,2,3
සුනිල් සර් smiling_face_with_hearteyes,සුනිල් සර් ,smiling_face_with_hearteyes,smiling_face_with_hearteyes, neutral love,neutral,love,1,0
ඒක මරුsign_of_the_horns sign_of_the_horns sign_of_the_horns sign_of_the_horns thumbs_up,ඒක මරු    ,sign_of_the_horns sign_of_the_horns sign_of_the_horns sign_of_the_horns thumbs_up,sign_of_the_horns thumbs_up, positive joy,positive,joy,0,2
බොම්බේ මොටයී  බොම්බයි මොටායි        beaming_face_with_smiling_eyes face_with_tears_of_joy red_heart  sparkles ,බොම්බේ මොටයී  බොම්බයි මොටායි             ,        beaming_face_with_smiling_eyes face_with_tears_of_joy red_heart  sparkles , beaming_face_with_smiling_eyes sparkles face_with_tears_of_joy red_heart, neutral sarcasm,neutral,sarcasm,1,3
කෙල්ලෙක්  නැති අපි කාත් එක්කද ටික් ටොක් කරලා දාන්නෙsmiling_face_with_tear,කෙල්ලෙක්  නැති අපි කාත් එක්කද ටික් ටොක් කරලා දාන්නෙ,smiling_face_with_tear,smiling_face_with_tear, neutral sad,neutral,sad,1,1
සුපිරියක් තමයි victory_hand  red_heart ,සුපිරියක් තමයි    ,victory_hand  red_heart , red_heart victory_hand, positive joy,positive,joy,0,2
සුපිරියක් වස්ති smiling_face_with_hearteyes smiling_face_with_hearteyes smiling_face_with_hearteyes,සුපිරියක් වස්ති   ,smiling_face_with_hearteyes smiling_face_with_hearteyes smiling_face_with_hearteyes,smiling_face_with_hearteyes, positive love,positive,love,0,0
සුනිල් පෙරෙරා මහතාගෙ අඩුව දැනෙන්නෙ මට විතරද crying_face crying_face,සුනිල් පෙරෙරා මහතාගෙ අඩුව දැනෙන්නෙ මට විතරද  , crying_face crying_face, crying_face, neutral sad,neutral,sad,1,1
සුනිල් පෙරේරා බන්දුල මහත්තයාsleepy_face,සුනිල් පෙරේරා බන්දුල මහත්තයා,sleepy_face,sleepy_face, neutral sad,neutral,sad,1,1
නොමැකෙන තරුවක් heart_suit  blossom,නොමැකෙන තරුවක්   ,heart_suit  blossom, heart_suit blossom, positive joy,positive,joy,0,2
අරා පැස්බරා red_heart smiling_face ,අරා පැස්බරා   ,red_heart smiling_face ,smiling_face  red_heart, neutral joy,neutral,joy,1,2
චූටි මල්ලි පොඩි මල්ලී ඩබ් කරනවා කියන්නේ ආයි සුපිරියක් තමයිred_heart red_heart red_heart starstruck starstruck starstruck,චූටි මල්ලි පොඩි මල්ලී ඩබ් කරනවා කියන්නේ ආයි සුපිරියක් තමයි     ,red_heart red_heart red_heart starstruck starstruck starstruck,starstruck red_heart, positive joy,positive,joy,0,2
අනුශ්ක ගැම්මක් යාලුවේ angry_face_with_horns,අනුශ්ක ගැම්මක් යාලුවේ ,angry_face_with_horns,angry_face_with_horns, positive joy,positive,joy,0,2
අනුශ්කයා පුටුවක් උඩ නැගලද බං තඩියගෙ උසට ඇවිල්ල තියෙන්නෙ beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes grinning_squinting_face grinning_squinting_face grinning_squinting_face grinning_squinting_face,අනුශ්කයා පුටුවක් උඩ නැගලද බං තඩියගෙ උසට ඇවිල්ල තියෙන්නෙ          ,beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes beaming_face_with_smiling_eyes grinning_squinting_face grinning_squinting_face grinning_squinting_face grinning_squinting_face,grinning_squinting_face beaming_face_with_smiling_eyes, neutral sarcasm,neutral,sarcasm,1,3
අඩෝ අරා පැස් දෙන්නත් ඉන්නවාවස්ති පට්ට    blue_heart blue_heart heart_exclamation ,අඩෝ අරා පැස් දෙන්නත් ඉන්නවාවස්ති පට්ට       ,    blue_heart blue_heart heart_exclamation , heart_exclamation blue_heart, positive love,positive,love,0,0
පාර පාර එල කොල්ලනේ victory_hand victory_hand,පාර පාර එල කොල්ලනේ  ,victory_hand victory_hand,victory_hand, positive joy,positive,joy,0,2
වස්ති කියන්නෙම බ්රෑන්ඩ් එකක්fire,වස්ති කියන්නෙම බ්රෑන්ඩ් එකක්,fire,fire, positive joy,positive,joy,0,2
මේකනම් තවත් පිස්සුවක් බන් red_heart  red_heart ,මේකනම් තවත් පිස්සුවක් බන්    ,red_heart  red_heart , red_heart, positive love,positive,love,0,0
වස්ති සුපිරියක් red_heart  red_heart  red_heart ,වස්ති සුපිරියක්      ,red_heart  red_heart  red_heart , red_heart, positive love,positive,love,0,0
බොම් බොම් බොම් බොම් බොම්බේ මෝටයී  මේක පිස්සුවක් පද්මාවති face_with_tears_of_joy red_heart face_blowing_a_kiss,බොම් බොම් බොම් බොම් බොම්බේ මෝටයී  මේක පිස්සුවක් පද්මාවති   ,face_with_tears_of_joy red_heart face_blowing_a_kiss,face_with_tears_of_joy face_blowing_a_kiss red_heart, positive joy,positive,joy,0,2
ගජමෑන් චිත්රකතාව ඇඳපු කැමිලස් පෙරේරා මහත්මයාත් වීඩියෝ එකේ ඉන්නවා දැක්කපු අය කවුද ud  face_with_rolling_eyes,ගජමෑන් චිත්රකතාව ඇඳපු කැමිලස් පෙරේරා මහත්මයාත් වීඩියෝ එකේ ඉන්නවා දැක්කපු අය කවුද   ,ud  face_with_rolling_eyes, face_with_rolling_eyes ud, neutral anger,neutral,anger,1,4
කවද්ද යකෝ මේක කරේthinking_face,කවද්ද යකෝ මේක කරේ,thinking_face,thinking_face, neutral anger,neutral,anger,1,4
වස්තී ආදරෙයී පැලෙන්නsparkling_heart revolving_hearts,වස්තී ආදරෙයී පැලෙන්න ,sparkling_heart revolving_hearts,revolving_hearts sparkling_heart, positive love,positive,love,0,0
ආදරණීය සුනිල් අයියා  red_heart,ආදරණීය සුනිල් අයියා  , red_heart, red_heart, positive love,positive,love,0,0
වස්ති නම් වස්ති smiling_face_with_hearteyes,වස්ති නම් වස්ති ,smiling_face_with_hearteyes,smiling_face_with_hearteyes, neutral love,neutral,love,1,0
තම උත්සහයෙන් ජය ගත් කොල්ලො ක් කිව්වොත් හරියටම හරි  වස්ති කියන්නෙ දැන් නම් ලෝක ප්රසිද්ද බ්රැර්න්ඩ් එකක් වෙලා ඉවරයි   smiling_face_with_hearteyes ud ud    smiling_face_with_hearteyes,තම උත්සහයෙන් ජය ගත් කොල්ලො ක් කිව්වොත් හරියටම හරි  වස්ති කියන්නෙ දැන් නම් ලෝක ප්රසිද්ද බ්රැර්න්ඩ් එකක් වෙලා ඉවරයි         ,   smiling_face_with_hearteyes ud ud    smiling_face_with_hearteyes, smiling_face_with_hearteyes ud, positive love,positive,love,0,0
සුනිල් පෙරේරා broken_heart,සුනිල් පෙරේරා ,broken_heart,broken_heart, neutral sad,neutral,sad,1,1
දැන් සින්දු විතරයිනෙ unamused_face,දැන් සින්දු විතරයිනෙ ,unamused_face,unamused_face, neutral anger,neutral,anger,1,4
බයිලා රජු red_heart  fire pleading_face,බයිලා රජු    ,red_heart  fire pleading_face, fire pleading_face red_heart, positive joy,positive,joy,0,2
අරා ආශ්චර්යත් ඉන්නවා thumbs_up grinning_face rose,අරා ආශ්චර්යත් ඉන්නවා   ,thumbs_up grinning_face rose,rose grinning_face thumbs_up, neutral joy,neutral,joy,1,2
පලවෙනි කමෙට් එක මගෙන් relieved_face,පලවෙනි කමෙට් එක මගෙන් ,relieved_face,relieved_face, neutral joy,neutral,joy,1,2
සුනිල් පෙරේරා මහත්තයත් හිටිය නම් කෝච්චර සතුටු වෙයිද red_heart  crying_face,සුනිල් පෙරේරා මහත්තයත් හිටිය නම් කෝච්චර සතුටු වෙයිද   ,red_heart  crying_face, crying_face red_heart, neutral sad,neutral,sad,1,1
අම්මෝ ඒක face_blowing_a_kiss,අම්මෝ ඒක ,face_blowing_a_kiss,face_blowing_a_kiss, positive love,positive,love,0,0
වස්ති heart_exclamation  dragon dragon red_heart ud adhesive_bandage speaknoevil_monkey fab red_heart ud adhesive_bandage speaknoevil_monkey fab dragon dragon heart_exclamation ,වස්ති                  ,heart_exclamation  dragon dragon red_heart ud adhesive_bandage speaknoevil_monkey fab red_heart ud adhesive_bandage speaknoevil_monkey fab dragon dragon heart_exclamation , ud adhesive_bandage speaknoevil_monkey heart_exclamation fab dragon red_heart, neutral joy,neutral,joy,1,2
ආදරේයි ඔයි red_heart ,ආදරේයි ඔයි  ,red_heart , red_heart, positive love,positive,love,0,0
අරා සහා පැස්බරා දෙන්නා දැක්කේ මං විතරද exploding_head exploding_head exploding_head,අරා සහා පැස්බරා දෙන්නා දැක්කේ මං විතරද   ,exploding_head exploding_head exploding_head,exploding_head, neutral joy,neutral,joy,1,2
රතු පාට සාරිය ඇදන් ඉන්න අක්ක දිහා බලන් හිටියෙ මම ඉතරද smiling_face_with_hearteyes red_heart ,රතු පාට සාරිය ඇදන් ඉන්න අක්ක දිහා බලන් හිටියෙ මම ඉතරද   , smiling_face_with_hearteyes red_heart , smiling_face_with_hearteyes red_heart, neutral love,neutral,love,1,0
වස්ති හැමදාමත් වගේ මේකත් පිස්සුවක් winking_face,වස්ති හැමදාමත් වගේ මේකත් පිස්සුවක් ,winking_face,winking_face, positive joy,positive,joy,0,2
සුපිරි face_savoring_food face_savoring_food face_savoring_food face_savoring_food heart_suit  heart_suit  heart_suit ,සුපිරි          ,face_savoring_food face_savoring_food face_savoring_food face_savoring_food heart_suit  heart_suit  heart_suit , face_savoring_food heart_suit, positive joy,positive,joy,0,2
සුනිල් පෙරේරා මහතාව සිහි කරං යමු broken_heart pleading_face broken_heart,සුනිල් පෙරේරා මහතාව සිහි කරං යමු   ,broken_heart pleading_face broken_heart,broken_heart pleading_face, neutral sad,neutral,sad,1,1
සුනිල් පෙරේරා මහත්තයා  අදත් හිටියනම් disappointed_face,සුනිල් පෙරේරා මහත්තයා  අදත් හිටියනම් ,disappointed_face,disappointed_face, neutral sad,neutral,sad,1,1
අම්මොහ්  ඒ පිස්සුවක් නේද කස්තිය  heart_suit  slightly_smiling_face _hand,අම්මොහ්  ඒ පිස්සුවක් නේද කස්තිය     ,heart_suit  slightly_smiling_face _hand, _hand heart_suit slightly_smiling_face, positive joy,positive,joy,0,2
යාලුවට ලස්සනට සින්දු කියන්න පුළුවන් කියලා විහිළුවට කියලා ඌ පහු වෙනිදා     new_moon_face nauseated_face backhand_index_pointing_right backhand_index_pointing_left,යාලුවට ලස්සනට සින්දු කියන්න පුළුවන් කියලා විහිළුවට කියලා ඌ පහු වෙනිදා        ,    new_moon_face nauseated_face backhand_index_pointing_right backhand_index_pointing_left, nauseated_face backhand_index_pointing_right backhand_index_pointing_left new_moon_face, neutral sarcasm,neutral,sarcasm,1,3
කවුද හුත්තෝ මේ පොන්නයා  thumbs_up,කවුද හුත්තෝ මේ පොන්නයා  , thumbs_up, thumbs_up, negative sarcasm,negative,sarcasm,2,3
අශාන්යාට බැන්න එවුන්ට දැන් සතුටුදsmirking_face,අශාන්යාට බැන්න එවුන්ට දැන් සතුටුද,smirking_face,smirking_face, negative sarcasm,negative,sarcasm,2,3
කියන්න දෙයක් නැ පොඩියා වැඩක් කරොත් ගැම්මක් තමා පොඩියා red_heart ,කියන්න දෙයක් නැ පොඩියා වැඩක් කරොත් ගැම්මක් තමා පොඩියා  ,red_heart , red_heart, positive love,positive,love,0,0
කවිය අව්ල් කියල මුටම තේරිලා වෙන්නැති හෙන පොර ටෝකක් මුලින්ම දීල තියෙන්නෙ grinning_face_with_smiling_eyes face_with_tears_of_joy face_with_tears_of_joy,කවිය අව්ල් කියල මුටම තේරිලා වෙන්නැති හෙන පොර ටෝකක් මුලින්ම දීල තියෙන්නෙ   ,grinning_face_with_smiling_eyes face_with_tears_of_joy face_with_tears_of_joy,grinning_face_with_smiling_eyes face_with_tears_of_joy, negative sarcasm,negative,sarcasm,2,3
මොනාද බං මේ  ඩිලෝගෙ හරි ස්මෝකිගෙයි රැපක් අහල බලපන් ආයි මේ ලබ්බ මලාට අහන්නෙ නෑ උබලා rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,මොනාද බං මේ  ඩිලෝගෙ හරි ස්මෝකිගෙයි රැපක් අහල බලපන් ආයි මේ ලබ්බ මලාට අහන්නෙ නෑ උබලා    ,rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,rolling_on_the_floor_laughing, negative sarcasm,negative,sarcasm,2,3
මූත් එක්ක කෙල්ලෙක් ඉදීද බං face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,මූත් එක්ක කෙල්ලෙක් ඉදීද බං   ,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,face_with_tears_of_joy, negative sarcasm,negative,sarcasm,2,3
මොන හුත්තක්ද මේ  grinning_squinting_face grinning_squinting_face,මොන හුත්තක්ද මේ   , grinning_squinting_face grinning_squinting_face, grinning_squinting_face, negative sarcasm,negative,sarcasm,2,3
අනුන්ගේ විඩියෝ ආතල් එකට අරගෙන යසයි බේසිකයාට වුන වැඩේ අද රටක්ම චාටර් කරන චරිතයක් වුනා face_with_tears_of_joy broken_heart,අනුන්ගේ විඩියෝ ආතල් එකට අරගෙන යසයි බේසිකයාට වුන වැඩේ අද රටක්ම චාටර් කරන චරිතයක් වුනා  ,face_with_tears_of_joy broken_heart,broken_heart face_with_tears_of_joy, negative sarcasm,negative,sarcasm,2,3
ගැම්මක් පොඩිය heart_suit ,ගැම්මක් පොඩිය  ,heart_suit , heart_suit, positive love,positive,love,0,0
පැල් කවි හොදයි තව grinning_face_with_sweat thumbs_up,පැල් කවි හොදයි තව  ,grinning_face_with_sweat thumbs_up,grinning_face_with_sweat thumbs_up, positive sarcasm,positive,sarcasm,0,3
පොඩියා red_heart  new_moon_face,පොඩියා   ,red_heart  new_moon_face, new_moon_face red_heart, neutral joy,neutral,joy,1,2
 න් අහලවත් හිතහදාගනිල්ලා    downcast_face_with_sweat folded_hands, න් අහලවත් හිතහදාගනිල්ලා     ,    downcast_face_with_sweat folded_hands, downcast_face_with_sweat folded_hands, neutral sad,neutral,sad,1,1
එපා බං ආය සිංදු කියන්නrolling_on_the_floor_laughing rolling_on_the_floor_laughing,එපා බං ආය සිංදු කියන්න ,rolling_on_the_floor_laughing rolling_on_the_floor_laughing,rolling_on_the_floor_laughing, negative sarcasm,negative,sarcasm,2,3
පොඩියා කියන්නෙම සුපිරියක් තමා    red_heart smiling_face_with_hearts,පොඩියා කියන්නෙම සුපිරියක් තමා     ,    red_heart smiling_face_with_hearts, smiling_face_with_hearts red_heart, positive love,positive,love,0,0
අසමජ්ජාති කක්කි බබා face_with_hand_over_mouth face_with_hand_over_mouth face_with_hand_over_mouth,අසමජ්ජාති කක්කි බබා   ,face_with_hand_over_mouth face_with_hand_over_mouth face_with_hand_over_mouth,face_with_hand_over_mouth, negative sarcasm,negative,sarcasm,2,3
තව එකක් කරන්න face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,තව එකක් කරන්න    ,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,face_with_tears_of_joy, neutral sarcasm,neutral,sarcasm,1,3
ඒක මරු බන් පොඩියාred_heart,ඒක මරු බන් පොඩියා,red_heart,red_heart, positive love,positive,love,0,0
ලංකාවේ නැගී එන රැප් වලටත් කෙලින්නද හදන්නෙslightly_smiling_face thumbs_up,ලංකාවේ නැගී එන රැප් වලටත් කෙලින්නද හදන්නෙ ,slightly_smiling_face thumbs_up,slightly_smiling_face thumbs_up, negative joy,negative,joy,2,2
ඉදකිම් කිබි සිබයි පොන්නයා රැප්ද මන් මේ ශික්face_with_tears_of_joy face_with_tears_of_joy,ඉදකිම් කිබි සිබයි පොන්නයා රැප්ද මන් මේ ශික් ,face_with_tears_of_joy face_with_tears_of_joy,face_with_tears_of_joy, negative sarcasm,negative,sarcasm,2,3
පට්ට පොඩියා උබට මොකා මොනා කිව්වත් ගනන් ගන්න එපා ඔයා උඩටම යන්න ඔයා මොන විදිහට විඩිඔ දැම්මත් බලන්න කියලා පිරිසක් ඉන්නවා ඒ අයට සාදාරණයක් කරලා විඩිඔ දාමු ආදරෙයිface_savoring_food growing_heart relieved_face red_heart  face_savoring_food face_blowing_a_kiss sparkling_heart,පට්ට පොඩියා උබට මොකා මොනා කිව්වත් ගනන් ගන්න එපා ඔයා උඩටම යන්න ඔයා මොන විදිහට විඩිඔ දැම්මත් බලන්න කියලා පිරිසක් ඉන්නවා ඒ අයට සාදාරණයක් කරලා විඩිඔ දාමු ආදරෙයි       ,face_savoring_food growing_heart relieved_face red_heart  face_savoring_food face_blowing_a_kiss sparkling_heart, growing_heart sparkling_heart face_savoring_food face_blowing_a_kiss relieved_face red_heart, positive love,positive,love,0,0
හරියට පැප දුන්නනම් යාලුවගෙ ඇදට යන්නෙ නෑනේ බන් ඉතිම්  හැමෝටම හිනා වෙවී හිටිය පොඩියට දැන් ලංකාවම හිනා වෙනවා face_with_tears_of_joy broken_heart face_with_tears_of_joy face_with_tears_of_joy,හරියට පැප දුන්නනම් යාලුවගෙ ඇදට යන්නෙ නෑනේ බන් ඉතිම්  හැමෝටම හිනා වෙවී හිටිය පොඩියට දැන් ලංකාවම හිනා වෙනවා    ,face_with_tears_of_joy broken_heart face_with_tears_of_joy face_with_tears_of_joy,broken_heart face_with_tears_of_joy, neutral sarcasm,neutral,sarcasm,1,3
මේකත් උබම රිවිව් කරලා හිනා උනා නම් හොදයි   face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,මේකත් උබම රිවිව් කරලා හිනා උනා නම් හොදයි        ,  face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy, face_with_tears_of_joy, neutral sarcasm,neutral,sarcasm,1,3
මන් උබට සින්දුවක් ලියලා දෙන්නම්මේක බලලා උබ ගැන මට දුක හිතුනාface_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy rolling_on_the_floor_laughing rolling_on_the_floor_laughing,මන් උබට සින්දුවක් ලියලා දෙන්නම්මේක බලලා උබ ගැන මට දුක හිතුනා    ,face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy rolling_on_the_floor_laughing rolling_on_the_floor_laughing,rolling_on_the_floor_laughing face_with_tears_of_joy, neutral sarcasm,neutral,sarcasm,1,3
මොනවා උනත් හොදට තටමනවා හැබැයි  වල ගාවට ගියානම් යන්නැති එව්වත් යයි බන් face_with_tears_of_joy face_with_tears_of_joy pile_of_poo,මොනවා උනත් හොදට තටමනවා හැබැයි  වල ගාවට ගියානම් යන්නැති එව්වත් යයි බන්   ,face_with_tears_of_joy face_with_tears_of_joy pile_of_poo,face_with_tears_of_joy pile_of_poo, negative sarcasm,negative,sarcasm,2,3
නොදකින් හුත්තාface_with_tears_of_joy,නොදකින් හුත්තා,face_with_tears_of_joy,face_with_tears_of_joy, negative sarcasm,negative,sarcasm,2,3
මේක මරැ   ජයවේවා සහෝදරයා red_heart  red_heart ,මේක මරැ   ජයවේවා සහෝදරයා    ,red_heart  red_heart , red_heart, positive love,positive,love,0,0
උබට අනුන්ගෙ වීඩියෝ වලට එහෙමත් මාර කේ අමාරුවක්නේ තිබ්බෙ දැන් මොකෝ මේ ටිපර් වෙලා  face_with_tears_of_joy face_with_tears_of_joy,උබට අනුන්ගෙ වීඩියෝ වලට එහෙමත් මාර කේ අමාරුවක්නේ තිබ්බෙ දැන් මොකෝ මේ ටිපර් වෙලා   , face_with_tears_of_joy face_with_tears_of_joy, face_with_tears_of_joy, negative sarcasm,negative,sarcasm,2,3
උබ අනිත් උන්ට හිනා උනානේ හොද වැඩේ උබට cat_with_tears_of_joy,උබ අනිත් උන්ට හිනා උනානේ හොද වැඩේ උබට ,cat_with_tears_of_joy,cat_with_tears_of_joy, neutral sarcasm,neutral,sarcasm,1,3
මොකද්ද ඕයි මේ රැප් ද හිනාකාලා මැරෙනවා හුම්තෝ rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,මොකද්ද ඕයි මේ රැප් ද හිනාකාලා මැරෙනවා හුම්තෝ   ,rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,rolling_on_the_floor_laughing, negative sarcasm,negative,sarcasm,2,3
මේ මොන හුකන්නෙක්ද බං මේ මේ හුකන්නා අල්ලපු ගමේ කියන්නත් ලැජ්ජයි හුත්තො   face_with_tears_of_joy ,මේ මොන හුකන්නෙක්ද බං මේ මේ හුකන්නා අල්ලපු ගමේ කියන්නත් ලැජ්ජයි හුත්තො    , face_with_tears_of_joy , face_with_tears_of_joy, negative sarcasm,negative,sarcasm,2,3
සින්දු කියන්න බැරිනම් නොකිය ඉදපන්කො grinning_face_with_sweat grinning_face_with_sweat,සින්දු කියන්න බැරිනම් නොකිය ඉදපන්කො  ,grinning_face_with_sweat grinning_face_with_sweat,grinning_face_with_sweat, negative sarcasm,negative,sarcasm,2,3
උබ විසින්ම ලකුනු දුන්න උබම ඇන්ද බලියට cat_with_tears_of_joy broken_heart,උබ විසින්ම ලකුනු දුන්න උබම ඇන්ද බලියට  ,cat_with_tears_of_joy broken_heart,broken_heart cat_with_tears_of_joy, negative sarcasm,negative,sarcasm,2,3
මේකත් මීම් රිවීව් වීඩියෝ එකක්ද  රෙකෝඩින් කර එකා හිනාවෙන්නෙ නැතුව හිටියේ කෝමත දන්නෑ  grinning_face_with_sweat thinking_face face_with_tears_of_joy,මේකත් මීම් රිවීව් වීඩියෝ එකක්ද  රෙකෝඩින් කර එකා හිනාවෙන්නෙ නැතුව හිටියේ කෝමත දන්නෑ    ,grinning_face_with_sweat thinking_face face_with_tears_of_joy,face_with_tears_of_joy thinking_face grinning_face_with_sweat, neutral sarcasm,neutral,sarcasm,1,3
ගැම්මක්  පොඩියෝ දිගටම ගැම්මක් අල්ලමු red_heart red_heart red_heart,ගැම්මක්  පොඩියෝ දිගටම ගැම්මක් අල්ලමු   ,red_heart red_heart red_heart,red_heart, positive love,positive,love,0,0
ආතල් දෙනවනේ face_with_tears_of_joy,ආතල් දෙනවනේ ,face_with_tears_of_joy,face_with_tears_of_joy, positive sarcasm,positive,sarcasm,0,3
මොනාද පොන්නයො මේ සින්දු ජරාවක්නේ face_with_tears_of_joy,මොනාද පොන්නයො මේ සින්දු ජරාවක්නේ ,face_with_tears_of_joy,face_with_tears_of_joy, negative sarcasm,negative,sarcasm,2,3
මොන හුත්තක්ද පොඩි කැරුයෝ මේ රැප් කනවා මල් ෆොන්සිface_with_tears_of_joy face_with_tears_of_joy,මොන හුත්තක්ද පොඩි කැරුයෝ මේ රැප් කනවා මල් ෆොන්සි ,face_with_tears_of_joy face_with_tears_of_joy,face_with_tears_of_joy, negative sarcasm,negative,sarcasm,2,3
අම්මෝ හදවතටම වැදුනාsmiling_face_with_tear,අම්මෝ හදවතටම වැදුනා,smiling_face_with_tear,smiling_face_with_tear, positive sarcasm,positive,sarcasm,0,3
රැප් එක මරු මචං ඒ උනාට ආයෙ රැප් කරන්න එපා උබෙ අම්මට හුකනො thumbs_up,රැප් එක මරු මචං ඒ උනාට ආයෙ රැප් කරන්න එපා උබෙ අම්මට හුකනො ,thumbs_up,thumbs_up, negative sarcasm,negative,sarcasm,2,3
රට්ටු කියයි නොයෙක් කතා උබ පලයන් උබෙ ගමන red_heart  ud fire,රට්ටු කියයි නොයෙක් කතා උබ පලයන් උබෙ ගමන    ,red_heart  ud fire, fire ud red_heart, positive love,positive,love,0,0
අර අනිත් කොල්ලා කියන ටික පට්ට full_moon_face thumbs_up,අර අනිත් කොල්ලා කියන ටික පට්ට  ,full_moon_face thumbs_up,full_moon_face thumbs_up, positive joy,positive,joy,0,2
